model_family,source_model,selection_split,roc_auc,pr_auc,precision,recall,f1,threshold,tn,fp,fn,tp
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.5495049504950495,0.029806659505907628,0.056546102903718795,0.46,42312,91,3613,111
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.554945054945055,0.027121374865735768,0.051715309779825906,0.47,42322,81,3623,101
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.5828220858895705,0.025510204081632654,0.04888088500128634,0.48,42335,68,3629,95
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.5862068965517241,0.022824919441460794,0.043939002326182475,0.49,42343,60,3639,85
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.5901639344262295,0.01933404940923738,0.0374414976599064,0.5,42353,50,3652,72
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.6288659793814433,0.016380236305048337,0.03192881444647998,0.51,42367,36,3663,61
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.6585365853658537,0.014500537056928034,0.02837624802942722,0.52,42375,28,3670,54
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.6666666666666666,0.012352309344790547,0.024255206960189825,0.53,42380,23,3678,46
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.6724137931034483,0.010472610096670247,0.020624008461131677,0.54,42384,19,3685,39
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.6086956521739131,0.007518796992481203,0.014854111405835544,0.55,42385,18,3696,28
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.625,0.006713211600429645,0.013283740701381509,0.56,42388,15,3699,25
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.6060606060606061,0.0053705692803437165,0.010646792653713068,0.57,42390,13,3704,20
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.64,0.004296455424274973,0.008535609495865563,0.58,42394,9,3708,16
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.5882352941176471,0.0026852846401718583,0.005346164127238706,0.59,42396,7,3714,10
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.6363636363636364,0.0018796992481203006,0.003748326639892905,0.6,42399,4,3717,7
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.75,0.001611170784103115,0.003215434083601286,0.61,42401,2,3718,6
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.6,0.0008055853920515575,0.0016090104585679806,0.62,42401,2,3721,3
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.5,0.0005370569280343716,0.001072961373390558,0.63,42401,2,3722,2
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.5,0.0005370569280343716,0.001072961373390558,0.64,42401,2,3722,2
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.3333333333333333,0.0002685284640171858,0.0005366246310705661,0.65,42401,2,3723,1
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.3333333333333333,0.0002685284640171858,0.0005366246310705661,0.66,42401,2,3723,1
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.5,0.0002685284640171858,0.0005367686527106817,0.67,42402,1,3723,1
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.5,0.0002685284640171858,0.0005367686527106817,0.68,42402,1,3723,1
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.69,42402,1,3724,0
xgboost,stage5_xgboost_raw_cuda,valid,0.7645585484003384,0.25731774941184415,0.0,0.0,0.0,0.7,42403,0,3724,0
