model,model_family,strategy,calibration_method,selection_split,roc_auc,pr_auc,precision,recall,f1,threshold,tn,fp,fn,tp
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5378486055776892,0.036251342642320085,0.06792452830188679,0.62,42287,116,3589,135
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5355648535564853,0.034371643394199784,0.06459752712591471,0.63,42292,111,3596,128
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5381165919282511,0.0322234156820623,0.06080567519635166,0.64,42300,103,3604,120
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5428571428571428,0.030612244897959183,0.057956278596847995,0.65,42307,96,3610,114
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5583756345177665,0.02953813104189044,0.05610813567967355,0.66,42316,87,3614,110
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.546448087431694,0.02685284640171858,0.051190171487074485,0.67,42320,83,3624,100
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5497076023391813,0.025241675617615467,0.04826700898587933,0.68,42326,77,3630,94
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5625,0.024167561761546726,0.046343975283213185,0.69,42333,70,3634,90
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5684931506849316,0.02228786251342642,0.04289405684754522,0.7,42340,63,3641,83
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.562962962962963,0.02040816326530612,0.03938844260171029,0.71,42344,59,3648,76
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5725806451612904,0.019065520945220193,0.036902286902286904,0.72,42350,53,3653,71
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.6,0.017722878625134265,0.03442879499217527,0.73,42359,44,3658,66
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.6020408163265306,0.015843179377013964,0.03087388801674516,0.74,42364,39,3665,59
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.6,0.014500537056928034,0.02831672784478238,0.75,42367,36,3670,54
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.6265060240963856,0.013963480128893663,0.027318098240084056,0.76,42372,31,3672,52
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.6438356164383562,0.012620837808807734,0.02475638662101659,0.77,42377,26,3677,47
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.6417910447761194,0.01154672395273899,0.022685307306779215,0.78,42379,24,3681,43
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.6885245901639344,0.011278195488721804,0.022192866578599736,0.79,42384,19,3682,42
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.6909090909090909,0.01020408163265306,0.020111140513363324,0.8,42386,17,3686,38
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.6666666666666666,0.008592910848549946,0.016967126193001062,0.81,42387,16,3692,32
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.675,0.007250268528464017,0.014346439957492029,0.82,42390,13,3697,27
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.6857142857142857,0.00644468313641246,0.012769353551476457,0.83,42392,11,3700,24
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.6333333333333333,0.00510204081632653,0.010122535961640916,0.84,42392,11,3705,19
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.72,0.004833512352309345,0.00960256068284876,0.85,42396,7,3706,18
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.7894736842105263,0.004027926960257788,0.008014961261020572,0.86,42399,4,3709,15
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.7142857142857143,0.0026852846401718583,0.005350454788657036,0.87,42399,4,3714,10
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.8181818181818182,0.0024167561761546724,0.004819277108433735,0.88,42401,2,3715,9
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.75,0.001611170784103115,0.003215434083601286,0.89,42401,2,3718,6
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.75,0.001611170784103115,0.003215434083601286,0.9,42401,2,3718,6
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.6,0.0008055853920515575,0.0016090104585679806,0.91,42401,2,3721,3
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.5,0.0005370569280343716,0.001072961373390558,0.92,42401,2,3722,2
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.93,42401,2,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.94,42402,1,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.95,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.96,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.97,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.98,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,sigmoid,valid,0.7641809727961154,0.2569212584816172,0.0,0.0,0.0,0.99,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.08181338724563794,0.9997314715359829,0.15124923826934797,0.01,620,41783,1,3723
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.09359376214283864,0.9701933404940923,0.17071845394192833,0.02,7413,34990,111,3613
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.10651122942292393,0.9347475832438239,0.1912322144701423,0.03,13202,29201,243,3481
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.12669683257918551,0.8646616541353384,0.22100964343319948,0.04,20208,22195,504,3220
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.1294003004588087,0.8558002148227712,0.2248086622226925,0.05,20961,21442,537,3187
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.13370473537604458,0.8378088077336198,0.2306071916922281,0.06,22188,20215,604,3120
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.15652371743828916,0.7389903329752954,0.2583309865765512,0.07,27573,14830,972,2752
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.16473608415252644,0.7064983888292159,0.2671744097486672,0.08,29063,13340,1093,2631
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.17135271291442575,0.6758861439312567,0.27339379786020745,0.09,30231,12172,1207,2517
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.19560984244999116,0.5934479054779807,0.2942351218213287,0.1,33315,9088,1514,2210
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.20076786215937822,0.5757250268528464,0.2977157536624314,0.11,33868,8535,1580,2144
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.2215219421101774,0.5096670247046187,0.3088187438984705,0.12,35733,6670,1826,1898
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.2215219421101774,0.5096670247046187,0.3088187438984705,0.13,35733,6670,1826,1898
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.23758278145695363,0.462406015037594,0.3138899015676267,0.14,36877,5526,2002,1722
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.23758278145695363,0.462406015037594,0.3138899015676267,0.15,36877,5526,2002,1722
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.2905677246312025,0.34908700322234154,0.31715052451817516,0.16,39229,3174,2424,1300
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.2910682226211849,0.34828141783029,0.3171149144254279,0.17,39244,3159,2427,1297
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.3013431013431013,0.3313641245972073,0.31564138636654304,0.18,39542,2861,2490,1234
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.3013431013431013,0.3313641245972073,0.31564138636654304,0.19,39542,2861,2490,1234
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.3281535648994516,0.2892051557465091,0.3074507564944333,0.2,40198,2205,2647,1077
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.3281535648994516,0.2892051557465091,0.3074507564944333,0.21,40198,2205,2647,1077
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.33238546603475516,0.2824919441460795,0.3054144287995355,0.22,40290,2113,2672,1052
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.336734693877551,0.27470461868958107,0.3025732031943212,0.23,40388,2015,2701,1023
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.336734693877551,0.27470461868958107,0.3025732031943212,0.24,40388,2015,2701,1023
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.336734693877551,0.27470461868958107,0.3025732031943212,0.25,40388,2015,2701,1023
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.35222353404171586,0.2403329752953813,0.2857142857142857,0.26,40757,1646,2829,895
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.3571725571725572,0.23066595059076261,0.2803067384565182,0.27,40857,1546,2865,859
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.3571725571725572,0.23066595059076261,0.2803067384565182,0.28,40857,1546,2865,859
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.3571725571725572,0.23066595059076261,0.2803067384565182,0.29,40857,1546,2865,859
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.4125766871165644,0.14446831364124596,0.21400159108989658,0.3,41637,766,3186,538
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.4125766871165644,0.14446831364124596,0.21400159108989658,0.31,41637,766,3186,538
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.41962077493816985,0.13668098818474758,0.2061980960097225,0.32,41699,704,3215,509
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.43774703557312256,0.11895810955961332,0.18707770270270271,0.33,41834,569,3281,443
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.43774703557312256,0.11895810955961332,0.18707770270270271,0.34,41834,569,3281,443
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.43774703557312256,0.11895810955961332,0.18707770270270271,0.35,41834,569,3281,443
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.4409044193216855,0.11519871106337272,0.18266978922716628,0.36,41859,544,3295,429
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.4409044193216855,0.11519871106337272,0.18266978922716628,0.37,41859,544,3295,429
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.4427966101694915,0.11224489795918367,0.1790916880891174,0.38,41877,526,3306,418
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.4461883408071749,0.10687432867883996,0.17244367417677642,0.39,41909,494,3326,398
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.4869215291750503,0.06498388829215897,0.11466477138118929,0.4,42148,255,3482,242
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.5103626943005182,0.05290010741138561,0.09586374695863747,0.41,42214,189,3527,197
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.5357142857142857,0.04430719656283566,0.0818452380952381,0.42,42260,143,3559,165
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.5357142857142857,0.04430719656283566,0.0818452380952381,0.43,42260,143,3559,165
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.5357142857142857,0.04430719656283566,0.0818452380952381,0.44,42260,143,3559,165
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.5357142857142857,0.04430719656283566,0.0818452380952381,0.45,42260,143,3559,165
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.5357142857142857,0.04430719656283566,0.0818452380952381,0.46,42260,143,3559,165
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.5357142857142857,0.04430719656283566,0.0818452380952381,0.47,42260,143,3559,165
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.5451127819548872,0.03893662728249194,0.07268170426065163,0.48,42282,121,3579,145
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.5451127819548872,0.03893662728249194,0.07268170426065163,0.49,42282,121,3579,145
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.5451127819548872,0.03893662728249194,0.07268170426065163,0.5,42282,121,3579,145
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6885245901639344,0.011278195488721804,0.022192866578599736,0.51,42384,19,3682,42
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6885245901639344,0.011278195488721804,0.022192866578599736,0.52,42384,19,3682,42
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6885245901639344,0.011278195488721804,0.022192866578599736,0.53,42384,19,3682,42
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6885245901639344,0.011278195488721804,0.022192866578599736,0.54,42384,19,3682,42
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6885245901639344,0.011278195488721804,0.022192866578599736,0.55,42384,19,3682,42
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6885245901639344,0.011278195488721804,0.022192866578599736,0.56,42384,19,3682,42
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6885245901639344,0.011278195488721804,0.022192866578599736,0.57,42384,19,3682,42
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6885245901639344,0.011278195488721804,0.022192866578599736,0.58,42384,19,3682,42
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6885245901639344,0.011278195488721804,0.022192866578599736,0.59,42384,19,3682,42
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6885245901639344,0.011278195488721804,0.022192866578599736,0.6,42384,19,3682,42
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6964285714285714,0.010472610096670247,0.020634920634920634,0.61,42386,17,3685,39
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6964285714285714,0.010472610096670247,0.020634920634920634,0.62,42386,17,3685,39
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6964285714285714,0.010472610096670247,0.020634920634920634,0.63,42386,17,3685,39
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.6964285714285714,0.010472610096670247,0.020634920634920634,0.64,42386,17,3685,39
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.7894736842105263,0.004027926960257788,0.008014961261020572,0.65,42399,4,3709,15
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.7894736842105263,0.004027926960257788,0.008014961261020572,0.66,42399,4,3709,15
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.7894736842105263,0.004027926960257788,0.008014961261020572,0.67,42399,4,3709,15
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.7894736842105263,0.004027926960257788,0.008014961261020572,0.68,42399,4,3709,15
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.7894736842105263,0.004027926960257788,0.008014961261020572,0.69,42399,4,3709,15
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.7894736842105263,0.004027926960257788,0.008014961261020572,0.7,42399,4,3709,15
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.7894736842105263,0.004027926960257788,0.008014961261020572,0.71,42399,4,3709,15
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.7894736842105263,0.004027926960257788,0.008014961261020572,0.72,42399,4,3709,15
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.7894736842105263,0.004027926960257788,0.008014961261020572,0.73,42399,4,3709,15
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.7894736842105263,0.004027926960257788,0.008014961261020572,0.74,42399,4,3709,15
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.7894736842105263,0.004027926960257788,0.008014961261020572,0.75,42399,4,3709,15
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.8181818181818182,0.0024167561761546724,0.004819277108433735,0.76,42401,2,3715,9
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.8181818181818182,0.0024167561761546724,0.004819277108433735,0.77,42401,2,3715,9
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.8181818181818182,0.0024167561761546724,0.004819277108433735,0.78,42401,2,3715,9
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.8181818181818182,0.0024167561761546724,0.004819277108433735,0.79,42401,2,3715,9
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.8181818181818182,0.0024167561761546724,0.004819277108433735,0.8,42401,2,3715,9
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.8181818181818182,0.0024167561761546724,0.004819277108433735,0.81,42401,2,3715,9
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.82,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.83,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.84,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.85,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.86,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.87,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.88,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.89,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.9,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.91,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.92,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.93,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.94,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.95,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.96,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.97,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.98,42403,0,3724,0
stage5_lightgbm_raw_gpu,lightgbm,raw,isotonic,valid,0.7657036082833955,0.2510354179330709,0.0,0.0,0.0,0.99,42403,0,3724,0
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.08273910330689009,0.9970461868958109,0.15279835390946503,0.01,1240,41163,11,3713
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.09200752950752951,0.9712674543501612,0.1680918300957338,0.02,6708,35695,107,3617
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.1048110997657517,0.9371643394199786,0.18853654583761006,0.03,12595,29808,234,3490
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.11686291149535023,0.8874865735767992,0.20653022965161694,0.04,17427,24976,419,3305
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.13018242122719734,0.8431793770139635,0.22554230713977877,0.05,21423,20980,584,3140
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.14288450488412183,0.8012889366272825,0.2425227568270481,0.06,24503,17900,740,2984
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.15349687136607787,0.7443609022556391,0.2545103980168021,0.07,27116,15287,952,2772
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.16562698917886695,0.6987110633727175,0.2677781208191829,0.08,29295,13108,1122,2602
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.17676987934292776,0.6530612244897959,0.27822903557945317,0.09,31077,11326,1292,2432
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.18800099165358236,0.6109022556390977,0.28751974723538704,0.1,32577,9826,1449,2275
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.19960418433700877,0.5687432867883996,0.2955005231949773,0.11,33910,8493,1606,2118
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.21250132879770384,0.5367883995703545,0.30447033736958345,0.12,34995,7408,1725,1999
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.2236983842010772,0.5018796992481203,0.3094627038662141,0.13,35917,6486,1855,1869
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.23529411764705882,0.47046186895810954,0.3136974037600716,0.14,36709,5694,1972,1752
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.24804098854731765,0.44199785177228784,0.31776061776061776,0.15,37413,4990,2078,1646
stage5_xgboost_raw_cuda,xgboost,raw,raw,valid,0.7645585484003384,0.25731774941184415,0.2589817810318406,0.40843179377013966,0.3169740543919975,0.16,38051,4352,2203,1521
